vol_requests,title,summary,category_desc,org_title,locality,recurrence_type,start_date_date,end_date_date,Latitude,Longitude,images
5,Not-for-profit Volunteer opportunities with pioneer Capoeira arts organization (various positions),We are a family of volunteers who are passionate to spread Capoeira experience among the youth and community. We are proud to join the journey with Afro-Brazil-Arts to tell you how to love and be loved by Capoeira,Strengthening Communities,Afro Brazil Arts,"107 Suffolk ST
  New York, NY 10002",ongoing,February 23 2011,February 23 2012,40.71894,-73.9861,295.jpg
1,Web Designer Intern for Non-Profit Site,"Afro-Asian, Inc. is a New York City based non-profit organization that aims to promote the cityâ€™s rich multi- cultural heritage through music by supporting the development of local musicians and to expand access to music education to youth.",Strengthening Communities,"Afro-Asian, Inc.","1074 Sulffolk Street
  New York, NY 10002",ongoing,February 14 2011,August 01 2011,40.71612,-73.9858,296.jpg
4,Need volunteers for Make Music New York Event,"Each year on the first day of summer, public spaces in all five boroughs become informal musical stages for all New Yorkers, amateurs and professionals, to perform for friends, neighbors, and passers-by, turning the city into a festival of live music making.",Strengthening Communities,"Afro-Asian, Inc.","107 Sullfok
  New York, NY 10002",ongoing,March 1 2011,June 21 2011,40.71612,-73.9858,297.jpg
1,Grant Writer needed for organization,Afro-Asian Inc is a non profit organization located in the Lower East Side. This organization provides musical events for the community. Needs a Grant Writer to research new funding prospects for the organization.,Strengthening Communities,"Afro-Asian, Inc.","107 Suffolk St
  New York, NY 10002",ongoing,August 01 2011,July 31 2012,40.71894,-73.9861,298.jpg
50,American Cancer Societyâ€™s Making Strides Against Breast Cancer Walk Pre-Event Support!,"More than 250 Making Strides walks are held nationwide each year to celebrate people who have battled breast cancer, educate people about ways to reduce their risk, and empower communities to join the fight. The Manhattan Walk in Central Park is on October 16th, 2011.",Strengthening Communities,American Cancer Society-Making Strides Against Breast Cancer,"132 32nd Street
  New York, NY 10001",ongoing,August 3 2011,October 16 2011,40.74868,-73.9892,299.jpg
10,Route Marshall,"You will ride one of the various routes (15, 30, 45, 62, 100 miles) to see order is maintained, any emergencies be addressed, and any questions that the riders may have be answered.",Strengthening Communities,American Diabetes Association,"333 Seventh Avenue
  New York, NY 10001",onetime,June 5 2011,June 5 2011,40.74763,-73.9931,300.jpg
20,Registration,"Help with registration on the day of the event( June 5, 2011).",Strengthening Communities,American Diabetes Association,"333 Seventh Avenue
  New York, NY 10001",onetime,June 05 2011,June 05 2011,40.74763,-73.9931,301.jpg
12,SAG (Support & Gear) Vehicle Driver or Assistant Driver,Ensure that we have support and gear vehicle drivers ready to provide whatever help or tools a cyclist may need.,Strengthening Communities,American Diabetes Association,"333 Seventh Avenue
  New York, NY 10001",onetime,June 5 2011,June 5 2011,40.74763,-73.9931,302.jpg
40,Event Set Up / Break Down,"Help with either Set up or Break down which would consist of doing so with the various tents and activities occuring on that day, i.e. lunch, rest stops, etc.",Strengthening Communities,American Diabetes Association,"333 Seventh Avenue
  New York, NY 10001",onetime,June 5 2011,June 05 2011,40.74763,-73.9931,303.jpg
15,Food Tent Volunteer,"We will be providing breakfast, snacks, and lunch to our participants and need help distributing the food and insuring organization at the food tent.",Strengthening Communities,American Diabetes Association,"333 Seventh Avenue
  New York, NY 10001",onetime,June 5 2011,June 5 2011,40.74763,-73.9931,304.jpg
20,Liver Life Walk 2011,"Date: Sunday, June 5, 2011: Manhattan â€“ Battery Park",Strengthening Communities,American Liver Foundation,"39 Broadway
  New York, NY 10006",onetime,June 05 2011,June 05 2011,40.70625,-74.013,305.jpg
20,Liver Life Walk 2011,Did you know that 1 in 10 people in the United States face a future with liver disease?The American Liver Foundation is working toward a world free of liver disease and we need your help!Together we will make a difference.Join the American Liver Foundation as a Liver Life Walk Volunteer Crew Member!,Strengthening Communities,American Liver Foundation,"39 Broadway
  New York, NY 10006",ongoing,May 22 2011,June 12 2011,40.70625,-74.013,306.jpg
12,Event Planning Volunteer (Red Cross Clubs),"American Red Cross Clubs are student groups at high schools and colleges in the Greater New York region. Clubs plan their own service and fundraising projects, but also participate in all-club activities planned by student leaders and Chapter staff.",Strengthening Communities,American Red Cross in Greater New York,"520 49th Street
  Manhattan, NY 10019",ongoing,January 3 2011,February 10 2011,40.76448,-73.9933,307.jpg
2,Fundraising Coordinator,The Fundraising Coordinator will design and coordinate fundraising activities.,Strengthening Communities,"APC COMMUNIY SERVICES, INC.","270 42nd Street
  Brooklyn, NY 11203",ongoing,September 1 2011,August 31 2012,40.65271,-74.0109,308.jpg
5,Lead Community Workshop,"AAANY is starting workshops to meet the needs of the Arab Immigrant community in the greater NYC area. We are looking for Volunteers to run workshops covering community empowerment/ information topics ranging from transportation, US laws and regulations, school registration, and health care.",Strengthening Communities,Arab American Association Of New York,"7111 5th Avenue
  Brooklyn, NY 11209",ongoing,February 2 2011,February 2 2012,40.63238,-74.0214,309.jpg
30,Artist Volunteer Opportunities,Artists Striving to End Poverty in New York City is seeking artist volunteers to work in New York City.,Strengthening Communities,Artists Striving To End Poverty,"165 46th Street
  New York, NY 10036",ongoing,January 18 2011,December 31 2011,40.75861,-73.9851,310.jpg
4,Art Programming at Incarnation Childrenâ€™s Center,We are looking for artists to do arts programming with middle school and high school age students at the Incatnation Children's Center. ICC is a nursing facility for children who are HIV positive and living with physical and cognitive disabilities. Position is from April 16 - 30.,Strengthening Communities,Artists Striving To End Poverty,"165 46th Street
  New York, NY 10036",ongoing,April 16 2011,April 30 2011,40.75861,-73.9851,311.jpg
15,Finance Assistant,"ARTs East New York is looking for open-minded, motivated volunteers with an interest in the arts and community development to further the mission of our organization. Volunteers should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",Strengthening Communities,ARTs East New York Inc.,"568 Jerome St
  Brooklyn, NY 11207",ongoing,February 28 2011,February 10 2012,40.66711,-73.8852,312.jpg
15,Fundraising Inern,"ARTs East New York Inc. is looking for open-minded, motivated volunteer with an interest in the arts and community development to further the mission of our organization. Volunteer should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",Strengthening Communities,ARTs East New York Inc.,"568 Jerome St
  Brooklyn, NY 11207",ongoing,February 28 2011,February 10 2012,40.66711,-73.8852,313.jpg
15,Events Coordinator,"ARTs East New York Inc. is looking for open-minded, motivated volunteers with an interest in the arts and community development to further the mission of our organization. Volunteers should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",Strengthening Communities,ARTs East New York Inc.,"568 Jerome St
  Brooklyn, NY 11207",ongoing,February 28 2011,February 10 2012,40.66711,-73.8852,314.jpg
15,Marketing/PR Volunteer,"ARTs East New York Inc. is looking for open-minded, motivated volunteers with an interest in the arts and community development to further the mission of our organization. Interns should have strong work ethic and willingness to explore the idea of using the arts as a tool for change.",Strengthening Communities,ARTs East New York Inc.,"568 Jerome St
  Brooklyn, NY 11207",ongoing,February 28 2011,February 10 2012,40.66711,-73.8852,315.jpg
1,Branding and Marketing Project,We are looking for help with the successful re-launch of our brand with an effective roll out strategy and marketing plan.,Strengthening Communities,ARTs East New York Inc.,"568 Jerome St
  Brooklyn, NY 11207",ongoing,April 4 2011,May 30 2011,40.66711,-73.8852,316.jpg
3,Website CMS Conversion Coordinator,The BCA is currently in need for an individual to rewrite and convert our current Content Management Software to a more functional CMS (possible Drupal),Strengthening Communities,BCA,"244 Madison Ave
  New York, NY 10016",onetime,September 02 2011,September 2 2011,40.75013,-73.9812,317.jpg
2,Knitter/crochet,Volunteer needed to teach individuals to knit and crochet. The items are for the children and seniors who are patients at the hospital. The volunteer would be needed for three to four hours per week.,Strengthening Communities,Bellevue Hospital,"27th Street New York, NY 10016",ongoing,August 10 2011,August 9 2012,40.74271,-73.9845,318.jpg
100,Best Buddies NYC Friendship Walk 2011,"Join us on April 3, 2011 for the Best Buddies NYC Friendship Walk and help us step closer to a more accepting and inclusive future for people with intellectual and developmental disabilities!",Strengthening Communities,Best Buddies New York,"113 82nd Street
  New York, NY 10024",onetime,April 3 2011,April 3 2011,40.7843,-73.975,319.jpg
20,Animal Foster Parent,"Major Objective: To provide a stable, caring and loving environment for BAWâ€™s animals while they are on medical or behavior treatment; to increase social interaction; and to provide extra attention to nursing animals.",Strengthening Communities,Bideawee,"410 38th Street
  New York, NY 10016",ongoing,January 21 2011,January 21 2012,40.74603,-73.971,320.jpg
5,Bideawee Greeters,"Bideawee Greeters will welcome visitors to Bideawee's East 38th Street location when the veterinary practice is open and serve as an information resource, directory and ease visitor's transition into Bideawee's facilities.",Strengthening Communities,Bideawee,"410 38th St
  New York, NY 10016",ongoing,January 21 2011,August 2 2011,40.74603,-73.971,321.jpg
3,Grant Writer,"Looking to attain a professional grant writer to assist with fundraising for athletic, educational, professional and life skill development organization.",Strengthening Communities,Big Apple Basketball,"55 Lexington Avenue
  New York, NY 10010",ongoing,February 23 2011,February 23 2012,40.7406,-73.9839,322.jpg
2,Sports Marketing Specialist,We are looking to attain a highly skilled sports marketing specialist who can assist securing sponsorship opportunities for our non-profit program and events.,Strengthening Communities,Big Apple Basketball,"55 Lexington Avenue
  New York, NY 10010",ongoing,February 23 2011,February 23 2012,40.7406,-73.9839,323.jpg
1,Newsletter Writer/Editor,Big Apple Greeter is looking for a volunteer to handle the writing and production of quarterly online newsletter.,Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,February 10 2011,February 10 2012,40.713,-74.0042,324.jpg
1,Communications & Public Relations Manager,"â€¢ Preparing press releases and updates to our website. â€¢Working on the new â€œGreeter for a Dayâ€ program, in which CEOs and other top executives have the opportunity to be a Greeter in a neighborhood of their choice. â€¢Updating press log and maintaining clip file.",Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,February 23 2011,February 23 2012,40.713,-74.0042,325.jpg
1,Grant Writer,Big Apple Greeterâ€™s Director of Development seeks a part-time Volunteer Grant Writer. The ideal candidate will have a several years of grant-writing experience.,Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,February 23 2011,February 23 2012,40.713,-74.0042,326.jpg
1,Walkathon Feasibility Analyst,": Big Apple Greeter is looking for an experienced volunteer to perform a feasibility study to determine whether a walkathon is right for us. This person will work under the guidance of the Executive Director, the Development Director, and the Director of Volunteers and Programs.",Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,February 3 2011,February 3 2012,40.713,-74.0042,327.jpg
1,Data Entry Assistant,"Duties include entering donations and pledges into database, creating thank you letters, updating donor information, updating reports, reconciling bank statements, and assisting the event coordinator.",Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,February 23 2011,February 23 2012,40.713,-74.0042,328.jpg
1,Assistant to Founder and Executive Director,This is a good opportunity for someone who either has non-profit experience or who would like to learn the workings of a non-profit organization up close.,Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,February 23 2011,February 23 2012,40.713,-74.0042,329.jpg
1,Neighborhood Profiles Coordinator,Big Apple Greeter is looking for a volunteer to coordinate the Neighborhood Information Profiles that appear on our website (www.bigapplegreeter.org).,Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,February 23 2011,February 23 2012,40.713,-74.0042,330.jpg
1,Volunteer Videographer,"Big Apple Greeter is looking for a videographer to take videos during our two annual fundraisers, Greeter for a Day outings, and other special events as needed.",Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,June 23 2011,June 22 2012,40.713,-74.0042,331.jpg
1,Special Projects Manager,Big Apple Greeter is currently seeking a Special Projects Manager to work with the Executive Director and the Founder. This is an executive-level experience for the right individual interested in working in the non-profit world.,Strengthening Communities,Big Apple Greeter,"1 Centre Street
  New York, NY 10007",ongoing,February 23 2011,February 23 2012,40.713,-74.0042,332.jpg
10,Give the Gift of Bicycling!,"Change a community! Give the gift of self confidence, independence, health, and a smaller carbon footprint! Volunteer for Bike New York!",Strengthening Communities,Bike New York,"475 Riverside Drive
  New York City, NY 10115",ongoing,September 6 2011,October 15 2011,40.8111,-73.9642,333.jpg
10,Teach Adults and Kids how to Ride Bikes!,"Change a community! Give the gift of self confidence, independence, health, and a smaller carbon footprint! Volunteer for Bike New York!",Strengthening Communities,Bike New York,"475 Riverside Drive
  New York City, NY 10115",ongoing,July 12 2011,October 15 2011,40.8111,-73.9642,334.jpg
2,Web designer,Build a website for an Afghan business,Strengthening Communities,Bpeace,"5 22nd St
  New York, NY 10010",onetime,February 1 2011,February 1 2011,40.74053,-73.9892,335.jpg
5,Mt. Zion Kidz Fair,"A day of fun and games, giveways for the entire community.",Strengthening Communities,Brooklyn Center for Quality Life (BCQL),"203 37th Street
  Brooklyn, NY 11203",onetime,August 28 2011,August 28 2011,40.65616,-74.009,336.jpg
2,Clerical Support,General Office work clerical/research,Strengthening Communities,Brooklyn Community Board No. 1,"1 Brooklyn
  NY 11211",ongoing,July 01 2011,June 30 2012,40.71159,-73.9582,337.jpg
1,Intern for Brooklyn Unlimited workshop,"BCS is seeking a motivated and outgoing individual with a strong interest in working with adults with disabilities in our BKLYN UNLTD workshop, our sub-assembly packing, shipping and labeling company.",Strengthening Communities,Brooklyn Community Services,"285 Schermerhorn Street
  Brooklyn, NY 11217",ongoing,April 27 2011,April 26 2012,40.68776,-73.9829,338.jpg
5,Clerical Volunteer Support,"Assist in filing, mailings, and various clerical duties",Strengthening Communities,Brooklyn Community Services,"285 Schermerhorn Street
  Brooklyn, NY 11217",ongoing,April 27 2011,April 26 2012,40.68776,-73.9829,339.jpg
99,Social Media Campaign for Professionals,"A social media campaign is a focused marketing push toward an organization's goal, whether it's boosting attendance at an event, fundraising for a specific project, or spreading awareness about a program or issue.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 5 2012,40.72094,-73.9979,340.jpg
99,Storytelling for Professionals,A compelling story is vital to almost every successful communication product. Well-told short stories enable an organization to get messages across to the public and supporters in an engaging and accessible manner.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,341.jpg
99,Communications Materials Review for Professionals,"he focus of this project is to review an organization's existing media and communications documents and ensure that an organization's message is delivered effectively via marketing materials, organization background documents, presentations, speeches, photos, videos, and more.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 5 2012,40.72094,-73.9979,342.jpg
99,Video Editing for Professionals,"Video is a powerful medium. It helps an organization tell engaging stories, bring attention to a cause, and communicate its value and effectiveness to a wide audience",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,343.jpg
99,Event Publicity for Professionals,"Event publicity generates buzz about an organization's event. Publicity can increase numbers of attendees traditionally, by reaching out to media for coverage in advance of the event, and directly, through social media.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 5 2012,40.72094,-73.9979,344.jpg
99,Motion Graphics Video for Professionals,"A motion graphics video offers a simple, visually engaging way to introduce an organization to a wider audience. Unlike traditional video, a motion graphics focuses on visual content or still images, so there is no need for a film shoot.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 4 2012,40.72094,-73.9979,345.jpg
99,Crowdfunding for Professionals,"Crowdfunding is people pooling their money together, usually via the Internet, to support an idea or effort initiated by a person or organization. Crowdfunders can build up and nurture a community of like-minded individuals who genuinely want to see one another succeed.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 04 2012,40.72094,-73.9979,346.jpg
99,Vision and Mission Analysis for Professionals,"A vision and mission analysis helps an organization identify how it wants to change the world, who it wants to serve, and how it will accomplish its goals. Organizations often revise their vision, mission, and aspirations at strategic milestones such as new leadership.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 05 2012,40.72094,-73.9979,347.jpg
99,Google Adwords Plan for Professionals,"This plan helps an organization determine how to spend its advertising dollars and manage this program. This project involves keyword research, ad copywriting, and account optimization guidelines.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 04 2012,40.72094,-73.9979,348.jpg
99,CEO Expert Advice for Professionals,"This project gives you the rare opportunity to meet with a seasoned CEO of a successful for-profit company that has at least $1,000,000 in annual revenue. You must be the Executive Director, or equivalent, of an organization to be eligible for this project.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 05 2012,40.72094,-73.9979,349.jpg
99,Brand Identity for Professionals,"Creating a brand identity will explore an organization's history, values, vision, mission, and key stakeholders.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,350.jpg
99,Strategic Marketing Plan for Professionals,An effective marketing plan addresses an organization's medium to long term goals by leveraging limited resources to achieve maximum impact.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,351.jpg
99,Logo Design for Professionals,"A logo provides a visual identity that conveys an organization's values, mission, and brand. Visual branding provides a set of guidelines, fonts, and colors, which support an organization's logo and visual identity.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,352.jpg
99,Membership Development Strategy for Professionals,The focus of this project is to help an organization develop an actionable strategy and a clear road map for improving and expanding its membership program.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,353.jpg
99,Market Analysis for Income-Generating Organizations for Professionals,"Market analysis helps an organization understand the attractiveness of a market, its evolving opportunities, and threats in the external market as they relate to an organization's internal strengths and weaknesses.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 05 2012,40.72094,-73.9979,354.jpg
9999,Pro Bono Opportunities for Business Professionals,"From accounting to fundraising to marketing to strategy, Catchafire makes it easy for every professional to use their skills for good.",Strengthening Communities,Catchafire,"118 28th Street
  New York, NY 10016",ongoing,May 11 2011,May 10 2012,40.74289,-73.9831,355.jpg
99,Promotional Video for Professionals,A promotional video gives an organization the opportunity to communicate what the organization does and why it is important to a wide audience in an engaging manner. It offers an avenue for reaching potential patrons as well as people who may not yet be familiar with the organization.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 04 2012,40.72094,-73.9979,356.jpg
99,Social Media Plan for Professionals,"A social media plan helps an organization develop a presence in the digital sphere, through social media sites like Facebook, Twitter, and others. Social media helps an organization interact and engage with online audiences to increase awareness about its mission, all on a shoestring budget.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 5 2012,40.72094,-73.9979,357.jpg
99,Market Research for Professionals,"Market research can help an organization determine the most effective programs to maintain and pursue once it has developed its strategic vision, mission, and aspirations. Market research can consist of interviews with key stakeholders and surveys as well as literature reviews of existing research.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 5 2012,40.72094,-73.9979,358.jpg
99,Public Relations Plan for Professionals,A public relations plan outlines an organization's objectives and creates a road map for conducting external communications. An organization will develop key messages to the public to influence opinions and actions.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 5 2012,40.72094,-73.9979,359.jpg
99,Accounting System Advice for Professionals,"An accounting or bookkeeping system is the foundation for a nonprofitâ€™s success and effectiveness. This project requires that the organization has a minimally functional system, and the accounting professional will help improve or enhance it by offering advice and custom reports.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,360.jpg
99,Copywriting for Professionals,"The art of copywriting involves the strategic articulation of words to powerfully communicate a message to target audiences about an organization or specific topics such as an organizationâ€™s mission, programs, services or projects.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 4 2012,40.72094,-73.9979,361.jpg
99,Fundraising Plan for Professionals,"A fundraising plan defines an organizationâ€™s fundraising goals, outlines prospective funding sources and includes the specific strategy and tactics to achieve the organizationâ€™s fundraising goals.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,362.jpg
99,Donor Relations Strategy for Professionals,"Sustaining donorsâ€™ engagement with an organization is far more cost-effective than acquiring new donors. A donor relations strategy involves an effective structure for engaging existing donors in the organizationâ€™s work by timely and appropriate donor communication, and gift stewardship.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 4 2012,40.72094,-73.9979,363.jpg
99,One-Pager for Professionals,"A one-pager communicates concise overview information about an organization, its mission, and/or the programs it runs. This brief document provides key messaging about an organization, its specific initiatives, and its strategic direction to target audiences, stakeholders, or the media",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,364.jpg
99,Event Planning for Professionals,"Event planning helps an organization coordinate all the moving pieces of a major event, including venue & logistics, invitation, evening program & entertainment, caterers, sponsors, ticketing, and gift bags/auctions/raffles.",Strengthening Communities,Catchafire,"5 22nd St
  New York, NY 10010
  (40.74053152272978,",ongoing,June 6 2011,June 05 2012,40.72094,-73.9979,365.jpg
99,Search Engine Optimization for Professionals,"A Search Engine Optimization (SEO) plan helps an organization's website to rank better organically across various search engines, including Google, Yahoo and Bing. Organic ranking is determined by a variety of factors that include both on the page and off the page elements.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 04 2012,40.72094,-73.9979,366.jpg
99,Grant Proposal Budget for Professionals,"A well-designed proposal budget accompanies an organizationâ€™s grant proposal or major ask and may be required by a funder. It amplifies the proposal by providing a well thought-out, specific, and tangible plan for the use of funds.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,367.jpg
99,Board Member Search Strategy for Professionals,A board member search strategy helps an organization build a strong board of directors that is committed to furthering the organization's mission.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 05 2012,40.72094,-73.9979,368.jpg
99,Online Marketing Plan for Professionals,"Online marketing may include social media marketing, search engine optimization, display advertising on partner sites, brand integration, email blasts, search engine marketing or message board communication.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,369.jpg
99,Press Kit for Professionals,"A press (or media) kit is a collection of compelling communications materials that provide important information about an organization, its mission, recent news, and accomplishments. A press kit can be easily distributed to members of the media or to other interested parties.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 5 2012,40.72094,-73.9979,370.jpg
99,Organizational Budget Design and Development for Professionals,"An operating budget provides an organization's leadership with focus to analyze key financial and strategic issues. Budget design and development involves all key stakeholders in the budgeting process, and helps an organization move from reactive to proactive, profitable money management.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,371.jpg
99,E-Newsletter Writing for Professionals,"An e-newsletter communicates recent developments, news and events to an organization's stakeholders. Timely and thoughtful e-newsletters provide a cost-effective way for an organization to engage supporters and donors while enhancing the organization's brand.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 4 2011,June 3 2012,40.72094,-73.9979,372.jpg
99,Event Sponsorship for Professionals,"Obtaining funding through corporate sponsorship is fundamental to the success of many events. However, securing corporate sponsorships for events can be challenging and skills involved are very different from those that work in organizationâ€™s everyday fundraising.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 05 2012,40.72094,-73.9979,373.jpg
99,Graphic Design for Professionals,"Print materials such as brochures, one-pagers, event invitations, flyers, and posters serve as valuable marketing tools. To put an organization's best messages forward, a designer combines copy content, photographs, brand, and logo together in a visually interesting and professional manner.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 4 2012,40.72094,-73.9979,374.jpg
99,Photography for Professionals,"Professional photographers can capture images of supporters at fundraisers, volunteers on a workday, or people whom the organization serves. These photographs can be used in promotional materials, for presentations, or on organization websites.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,375.jpg
99,Technology Expert Advice for Professionals,"A well-designed technology plan helps an organization increase its efficiency in daily operations. Yet, many nonprofits and social enterprises face significant challenges in determining what technology services, applications, and infrastructure to put in place",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 05 2012,40.72094,-73.9979,376.jpg
99,Human Resources Strategy for Professionals,A human resources strategy assesses an organization's human resources in order to provide recommendations to streamline operations and increase staff capacity.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 04 2012,40.72094,-73.9979,377.jpg
99,Press List for Professionals,A press list is a list of media outlets and contacts that an organization wants to target on an ongoing basis or a list designed for a specific news announcement. This is a list of key reporters and publications that are relevant to an organization and the types of news it wishes to publicize.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 5 2012,40.72094,-73.9979,378.jpg
99,Salesforce Database Customization for Professionals,"Databases are necessary to manage and analyze large amounts of data and maintain relationships amongst different kinds of data (eg. a parent and his/her children, a building and its tenants).",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 05 2012,40.72094,-73.9979,379.jpg
99,Business Plan Review for Professionals,"A business plan is a document that helps you communicate your goals and the plan for how you're going to accomplish them to external stakeholders, such as potential investors, funders, advisers and Board members.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 05 2012,40.72094,-73.9979,380.jpg
99,Press Release for Professionals,A press release is a written communication directed at members of the media containing information about something newsworthy an organization is doing. A press release announces this information in an exciting and compelling way to encourage media outlets to pick up the story.,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 6 2011,June 5 2012,40.72094,-73.9979,381.jpg
99,Merchandise Design for Professionals,"Merchandise design helps an organization create professional designs for t-shirts, pins, hats or giveaways that include an organization's logo or a logo created for a special event.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,382.jpg
99,Grant Proposal Preparation for Professionals,"Successful grant proposal preparation not only requires a deep understanding of the organization that one is preparing the grant for, but also an understanding of the grantmakersâ€™ expectations. To prepare the most effective grant proposal, an organization should have a plan of attack",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 5 2011,June 4 2012,40.72094,-73.9979,383.jpg
99,Photo Essay for Professionals,"Photography is a powerful way for an organization to showcase its work, the communities and constituents it serves, and create a visual and emotional appeal to its supporters.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 4 2012,40.72094,-73.9979,384.jpg
99,WordPress Blog for Professionals,Blogs enable organizations to easily publish a stream of new content. WordPress is a free open-source and SEO-friendly blogging software that organizations can use to build blogs and provide regularly updated content to their audiences,Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 06 2011,June 05 2012,40.72094,-73.9979,385.jpg
99,Website Design for Professionals,"Websites give an organization an Internet presence - providing information about the organization, as well as showcasing the achievements of the organization. A website is also useful channel of communication between the organization and its donors and beneficiaries.",Strengthening Communities,Catchafire,"407 Broome Street
  New York, NY 10013",ongoing,June 05 2011,June 04 2012,40.72094,-73.9979,386.jpg
